CellNum	LandUse	SoilClass
951	Urban	Alfisols 1
952	Scrub	Alfisols 1
953	Scrub	Alfisols 1
954	Scrub	Alfisols 2
955	PaddyR	Alfisols 2
956	Scrub	Alfisols 2
957	Scrub	Alfisols 2
958	Scrub	Entisols
959	Scrub	Tank
960	Scrub	Tank
961	Tank	Alfisols 2
962	Tank	Entisols
963	Tank	Alfisols 2
964	Scrub	Alfisols 2
965	Scrub	Alfisols 1
966	Scrub	Alfisols 1
967	Vegetable	Alfisols 1
968	Vegetable	Alfisols 1
969	Scrub	Alfisols 1
970	Scrub	Alfisols 1
971	Scrub	Alfisols 1
972	Scrub	Alfisols 1
973	Scrub	Alfisols 1
974	Scrub	Alfisols 1
975	PaddyK	Entisols
976	PaddyK	Entisols
977	PaddyK	Tank
978	Scrub	Tank
979	Scrub	Alfisols 1
980	Scrub	Entisols
981	Scrub	Entisols
982	Scrub	Alfisols 1
983	Scrub	Inceptisols
984	Scrub	Alfisols 1
985	Scrub	Alfisols 1
986	Scrub	Alfisols 1
987	Scrub	Alfisols 1
988	PaddyR	Alfisols 1
989	Scrub	Alfisols 1
990	Scrub	Alfisols 1
991	Scrub	Inceptisols
992	Scrub	Inceptisols
993	Scrub	Alfisols 1
994	Scrub	Alfisols 1
995	Scrub	Alfisols 1
996	Scrub	Alfisols 1
997	Scrub	Alfisols 1
998	Scrub	Alfisols 1
999	PaddyR	Entisols
1000	Scrub	Alfisols 1
1001	Scrub	Alfisols 1
1002	Scrub	Alfisols 1
1003	Scrub	Inceptisols
1004	Scrub	Inceptisols
1005	Scrub	Inceptisols
1006	Scrub	Alfisols 1
1007	Scrub	Alfisols 1
1008	Scrub	Entisols
1009	PaddyR	Entisols
1010	PaddyK	Alfisols 1
1011	PaddyK	Alfisols 1
1012	Scrub	Alfisols 1
1013	Urban	Alfisols 1
1014	Scrub	Alfisols 1
1015	Scrub	Alfisols 1
1016	Scrub	Alfisols 1
1017	Vegetable	Alfisols 1
1018	Vegetable	Alfisols 1
1019	Vegetable	Alfisols 1
1020	Scrub	Alfisols 1
1021	Scrub	Alfisols 1
1022	Scrub	Alfisols 1
1023	Scrub	Alfisols 1
1024	Scrub	Inceptisols
1025	Scrub	Alfisols 1
1026	Scrub	Alfisols 1
1027	Scrub	Alfisols 1
1028	Scrub	Alfisols 1
1029	PaddyR	Alfisols 1
1030	Scrub	Alfisols 1
1031	Scrub	Alfisols 2
1032	Scrub	Alfisols 2
1033	Scrub	Alfisols 2
1034	Scrub	Tank
1035	Scrub	Tank
1036	PaddyK	Alfisols 2
1037	Tank	Alfisols 2
1038	Scrub	Alfisols 1
1039	Scrub	Alfisols 1
1040	Scrub	Alfisols 1
1041	Scrub	Alfisols 1
1042	Vegetable	Alfisols 1
1043	Vegetable	Alfisols 1
1044	Scrub	Inceptisols
1045	Scrub	Alfisols 1
1046	Scrub	Alfisols 1
1047	Scrub	Alfisols 1
1048	PaddyK	Alfisols 1
1049	PaddyK	Alfisols 1
1050	PaddyK	Alfisols 1
1051	PaddyK	Entisols
1052	PaddyK	Tank
1053	Scrub	Entisols
1054	Scrub	Entisols
1055	Scrub	Entisols
1056	PaddyK	Alfisols 1
1057	PaddyK	Inceptisols
1058	PaddyK	Alfisols 1
1059	Scrub	Alfisols 1
1060	Scrub	Alfisols 1
1061	Scrub	Alfisols 1
1062	Scrub	Alfisols 1
1063	Scrub	Alfisols 1
1064	Scrub	Alfisols 1
1065	Scrub	Inceptisols
1066	Scrub	Inceptisols
1067	Scrub	Inceptisols
1068	Fruit	Inceptisols
1069	Fruit	Inceptisols
1070	Scrub	Alfisols 1
1071	Scrub	Alfisols 1
1072	Scrub	Alfisols 1
1073	Scrub	Alfisols 1
1074	Scrub	Entisols
1075	Vegetable	Alfisols 1
1076	PaddyR	Alfisols 1
1077	PaddyR	Alfisols 1
1078	Scrub	Alfisols 1
1079	Scrub	Alfisols 1
1080	Scrub	Alfisols 1
1081	Scrub	Alfisols 1
1082	Scrub	Alfisols 1
1083	Scrub	Entisols
1084	PaddyK	Entisols
1085	PaddyR	Alfisols 1
1086	Scrub	Alfisols 1
1087	Scrub	Alfisols 1
1088	Scrub	Alfisols 1
1089	Scrub	Alfisols 1
1090	Scrub	Alfisols 1
1091	Scrub	Alfisols 1
1092	Vegetable	Alfisols 1
1093	Vegetable	Alfisols 1
1094	Vegetable	Alfisols 1
1095	Vegetable	Alfisols 1
1096	Scrub	Alfisols 1
1097	Scrub	Alfisols 1
1098	Scrub	Alfisols 1
1099	Scrub	Alfisols 1
1100	Scrub	Alfisols 1
1101	Scrub	Alfisols 1
1102	Scrub	Alfisols 1
1103	Scrub	Alfisols 1
1104	Scrub	Alfisols 1
1105	Scrub	Alfisols 1
1106	Scrub	Alfisols 2
1107	Scrub	Alfisols 2
1108	PaddyK	Alfisols 2
1109	PaddyR	Entisols
1110	Scrub	Alfisols 2
1111	PaddyK	Alfisols 2
1112	PaddyK	Alfisols 2
1113	Scrub	Alfisols 1
1114	Scrub	Alfisols 1
1115	Scrub	Alfisols 1
1116	Scrub	Alfisols 1
1117	Scrub	Alfisols 1
1118	Scrub	Alfisols 1
1119	Scrub	Alfisols 1
1120	Scrub	Alfisols 1
1121	Scrub	Alfisols 1
1122	Scrub	Alfisols 1
1123	Scrub	Alfisols 1
1124	Scrub	Alfisols 1
1125	Scrub	Alfisols 1
1126	PaddyK	Entisols
1127	Scrub	Entisols
1128	Scrub	Entisols
1129	Tank	Entisols
1130	Tank	Entisols
1131	PaddyK	Entisols
1132	PaddyK	Alfisols 1
1133	PaddyK	Alfisols 1
1134	PaddyK	Entisols
1135	PaddyK	Entisols
1136	PaddyR	Alfisols 1
1137	Scrub	Alfisols 1
1138	Scrub	Alfisols 1
1139	Scrub	Inceptisols
1140	Scrub	Inceptisols
1141	Scrub	Inceptisols
1142	Scrub	Alfisols 1
1143	Scrub	Alfisols 1
1144	Scrub	Alfisols 1
1145	Scrub	Inceptisols
1146	Scrub	Alfisols 1
1147	Vegetable	Alfisols 1
1148	Scrub	Alfisols 1
1149	Scrub	Entisols
1150	Scrub	Entisols
1151	Scrub	Alfisols 1
1152	Scrub	Inceptisols
1153	Scrub	Alfisols 1
1154	Scrub	Alfisols 1
1155	Scrub	Alfisols 1
1156	Scrub	Alfisols 1
1157	Scrub	Alfisols 1
1158	PaddyK	Entisols
1159	PaddyR	Entisols
1160	PaddyR	Alfisols 1
1161	Scrub	Alfisols 1
1162	Scrub	Alfisols 1
1163	Scrub	Alfisols 1
1164	Scrub	Alfisols 1
1165	Scrub	Alfisols 1
1166	Scrub	Alfisols 1
1167	Scrub	Alfisols 1
1168	Scrub	Alfisols 1
1169	Vegetable	Alfisols 1
1170	Vegetable	Alfisols 1
1171	Scrub	Alfisols 1
1172	Scrub	Alfisols 1
1173	Scrub	Alfisols 1
1174	Scrub	Alfisols 1
1175	Scrub	Alfisols 1
1176	Scrub	Inceptisols
1177	Scrub	Inceptisols
1178	Scrub	Inceptisols
1179	Scrub	Inceptisols
1180	Scrub	Inceptisols
1181	Scrub	Alfisols 1
1182	Scrub	Entisols
1183	PaddyK	Entisols
1184	PaddyK	Entisols
1185	PaddyK	Alfisols 2
1186	PaddyK	Alfisols 2
1187	PaddyK	Alfisols 2
1188	Scrub	Alfisols 1
1189	Scrub	Alfisols 1
1190	Scrub	Alfisols 1
1191	Scrub	Alfisols 1
1192	Scrub	Alfisols 1
1193	Scrub	Alfisols 1
1194	Scrub	Alfisols 1
1195	Scrub	Alfisols 1
1196	Scrub	Inceptisols
1197	Scrub	Alfisols 1
1198	Scrub	Alfisols 1
1199	Scrub	Alfisols 1
1200	Scrub	Alfisols 1
1201	PaddyR	Alfisols 1
1202	Scrub	Alfisols 1
1203	Scrub	Entisols
1204	Tank	Entisols
1205	PaddyR	Entisols
1206	PaddyR	Entisols
1207	PaddyK	Entisols
1208	PaddyK	Entisols
1209	PaddyK	Entisols
1210	PaddyK	Alfisols 1
1211	Scrub	Alfisols 1
1212	Scrub	Alfisols 1
1213	Scrub	Inceptisols
1214	Scrub	Alfisols 1
1215	Scrub	Alfisols 1
1216	Scrub	Inceptisols
1217	Scrub	Inceptisols
1218	Scrub	Alfisols 1
1219	Vegetable	Alfisols 1
1220	Scrub	Alfisols 1
1221	Scrub	Alfisols 1
1222	Scrub	Alfisols 1
1223	Scrub	Alfisols 1
1224	Scrub	Entisols
1225	PaddyK	Entisols
1226	PaddyK	Alfisols 1
1227	Scrub	Alfisols 1
1228	PaddyK	Alfisols 1
1229	Scrub	Alfisols 1
1230	Scrub	Alfisols 1
1231	Scrub	Alfisols 1
1232	Scrub	Alfisols 1
1233	PaddyK	Entisols
1234	PaddyK	Alfisols 1
1235	PaddyK	Alfisols 1
1236	Scrub	Alfisols 1
1237	Scrub	Alfisols 1
1238	Scrub	Alfisols 1
1239	Scrub	Alfisols 1
1240	Scrub	Alfisols 1
1241	Scrub	Alfisols 1
1242	Scrub	Alfisols 1
1243	Scrub	Alfisols 1
1244	Vegetable	Alfisols 1
1245	Vegetable	Alfisols 1
1246	Scrub	Alfisols 1
1247	Scrub	Alfisols 1
1248	Vegetable	Alfisols 1
1249	Scrub	Alfisols 1
1250	Scrub	Alfisols 1
1251	Scrub	Alfisols 1
1252	Scrub	Alfisols 1
1253	Scrub	Alfisols 1
1254	Scrub	Alfisols 1
1255	Scrub	Alfisols 1
1256	Scrub	Alfisols 1
1257	Scrub	Entisols
1258	PaddyR	Entisols
1259	PaddyR	Alfisols 2
1260	PaddyK	Alfisols 2
1261	Scrub	Alfisols 2
1262	Scrub	Alfisols 2
1263	Scrub	Alfisols 1
1264	Scrub	Alfisols 1
1265	Scrub	Inceptisols
1266	Scrub	Alfisols 1
1267	Scrub	Alfisols 1
1268	Scrub	Alfisols 1
1269	Scrub	Alfisols 1
1270	Scrub	Inceptisols
1271	Scrub	Alfisols 1
1272	Scrub	Alfisols 1
1273	Scrub	Alfisols 1
1274	Scrub	Alfisols 1
1275	PaddyR	Alfisols 1
1276	Scrub	Alfisols 1
1277	Tank	Alfisols 1
1278	PaddyK	Entisols
1279	PaddyK	Entisols
1280	PaddyK	Entisols
1281	PaddyK	Entisols
1282	PaddyR	Alfisols 1
1283	PaddyK	Alfisols 1
1284	PaddyK	Alfisols 1
1285	Scrub	Inceptisols
1286	Scrub	Inceptisols
1287	Scrub	Inceptisols
1288	Scrub	Alfisols 1
1289	Scrub	Alfisols 1
1290	Scrub	Alfisols 1
1291	Vegetable	Inceptisols
1292	Scrub	Alfisols 1
1293	Vegetable	Alfisols 1
1294	Scrub	Alfisols 1
1295	Scrub	Alfisols 1
1296	Scrub	Alfisols 1
1297	Scrub	Alfisols 1
1298	Scrub	Alfisols 1
1299	PaddyK	Entisols
1300	PaddyK	Entisols
1301	PaddyK	Alfisols 1
1302	PaddyK	Alfisols 1
1303	Scrub	Alfisols 1
1304	Scrub	Alfisols 1
1305	Scrub	Alfisols 1
1306	Scrub	Alfisols 1
1307	PaddyK	Entisols
1308	PaddyK	Alfisols 1
1309	Scrub	Alfisols 1
1310	Scrub	Alfisols 1
1311	Scrub	Alfisols 1
1312	Scrub	Alfisols 1
1313	Fruit	Alfisols 1
1314	Scrub	Alfisols 1
1315	Scrub	Alfisols 1
1316	Vegetable	Alfisols 1
1317	Scrub	Alfisols 1
1318	Scrub	Alfisols 1
1319	Scrub	Alfisols 1
1320	Scrub	Alfisols 1
1321	Scrub	Alfisols 1
1322	Vegetable	Inceptisols
1323	Scrub	Alfisols 1
1324	Scrub	Alfisols 1
1325	Scrub	Alfisols 1
1326	Scrub	Alfisols 1
1327	Tank	Alfisols 1
1328	Scrub	Alfisols 1
1329	Scrub	Alfisols 1
1330	Scrub	Alfisols 1
1331	PaddyR	Entisols
1332	PaddyK	Entisols
1333	PaddyK	Alfisols 2
1334	PaddyK	Alfisols 2
1335	Scrub	Alfisols 2
1336	Scrub	Alfisols 2
1337	Scrub	Alfisols 1
1338	Scrub	Alfisols 1
1339	Scrub	Inceptisols
1340	Scrub	Inceptisols
1341	Scrub	Alfisols 1
1342	PaddyK	Alfisols 2
1343	Scrub	Inceptisols
1344	PaddyK	Alfisols 1
1345	Scrub	Alfisols 1
1346	Scrub	Alfisols 1
1347	Scrub	Alfisols 1
1348	Scrub	Alfisols 1
1349	Scrub	Alfisols 1
1350	PaddyR	Alfisols 1
1351	Tank	Alfisols 1
1352	Vegetable	Alfisols 1
1353	Vegetable	Entisols
1354	PaddyK	Entisols
1355	PaddyK	Alfisols 1
1356	PaddyK	Alfisols 1
1357	PaddyK	Alfisols 1
1358	PaddyK	Alfisols 1
1359	Scrub	Alfisols 1
1360	Scrub	Alfisols 1
1361	Scrub	Alfisols 1
1362	Scrub	Alfisols 1
1363	Scrub	Alfisols 1
1364	Scrub	Alfisols 1
1365	Vegetable	Inceptisols
1366	Scrub	Inceptisols
1367	Scrub	Alfisols 1
1368	Scrub	Alfisols 1
1369	Scrub	Alfisols 1
1370	Scrub	Alfisols 1
1371	Scrub	Alfisols 1
1372	Scrub	Alfisols 1
1373	Fruit	Alfisols 1
1374	Vegetable	Entisols
1375	PaddyK	Entisols
1376	PaddyK	Alfisols 1
1377	PaddyK	Entisols
1378	Scrub	Entisols
1379	Scrub	Entisols
1380	Scrub	Entisols
1381	PaddyK	Entisols
1382	PaddyK	Alfisols 1
1383	Scrub	Alfisols 1
1384	Scrub	Alfisols 1
1385	Scrub	Alfisols 1
1386	Scrub	Alfisols 1
1387	Scrub	Alfisols 1
1388	Scrub	Alfisols 1
1389	Scrub	Alfisols 1
1390	Scrub	Alfisols 1
1391	Scrub	Entisols
1392	Vegetable	Alfisols 1
1393	Scrub	Alfisols 1
1394	Scrub	Alfisols 1
1395	Scrub	Alfisols 1
1396	Vegetable	Inceptisols
1397	Vegetable	Inceptisols
1398	Vegetable	Alfisols 1
1399	Scrub	Alfisols 1
1400	Scrub	Alfisols 1
1401	Tank	Alfisols 1
1402	Scrub	Alfisols 1
1403	Scrub	Alfisols 1
1404	Scrub	Alfisols 1
1405	PaddyK	Entisols
1406	PaddyK	Entisols
1407	PaddyK	Entisols
1408	PaddyK	Alfisols 2
1409	PaddyK	Alfisols 2
1410	Scrub	Alfisols 2
1411	Scrub	Alfisols 1
1412	Scrub	Alfisols 1
1413	Scrub	Alfisols 1
1414	Scrub	Alfisols 1
1415	PaddyK	Alfisols 1
1416	PaddyK	Alfisols 2
1417	PaddyK	Alfisols 1
1418	PaddyK	Alfisols 1
1419	PaddyK	Alfisols 1
1420	Scrub	Alfisols 1
1421	Scrub	Alfisols 1
1422	Scrub	Alfisols 1
1423	PaddyR	Alfisols 1
1424	PaddyR	Alfisols 1
1425	Urban	Alfisols 1
1426	Vegetable	Alfisols 1
1427	Vegetable	Entisols
1428	PaddyK	Entisols
1429	PaddyK	Entisols
1430	PaddyK	Entisols
1431	PaddyK	Alfisols 1
1432	PaddyK	Alfisols 1
1433	Scrub	Alfisols 1
1434	Scrub	Alfisols 1
1435	Scrub	Inceptisols
1436	Scrub	Inceptisols
1437	Scrub	Inceptisols
1438	Scrub	Alfisols 1
1439	Vegetable	Inceptisols
1440	Scrub	Inceptisols
1441	Scrub	Inceptisols
1442	Scrub	Inceptisols
1443	Scrub	Inceptisols
1444	Scrub	Alfisols 1
1445	Scrub	Alfisols 1
1446	Scrub	Alfisols 1
1447	Scrub	Alfisols 1
1448	Vegetable	Alfisols 1
1449	Vegetable	Entisols
1450	PaddyK	Entisols
1451	PaddyK	Entisols
1452	PaddyK	Entisols
1453	PaddyK	Entisols
1454	PaddyK	Entisols
1455	PaddyK	Entisols
1456	PaddyK	Alfisols 1
1457	Scrub	Alfisols 1
1458	Scrub	Alfisols 1
1459	Scrub	Alfisols 1
1460	Scrub	Alfisols 1
1461	Fruit	Alfisols 1
1462	Scrub	Alfisols 1
1463	Scrub	Alfisols 1
1464	Scrub	Alfisols 1
1465	Scrub	Entisols
1466	Vegetable	Alfisols 1
1467	Vegetable	Alfisols 1
1468	Scrub	Alfisols 1
1469	Scrub	Alfisols 1
1470	Vegetable	Alfisols 1
1471	Vegetable	Inceptisols
1472	Scrub	Alfisols 1
1473	Scrub	Alfisols 1
1474	Scrub	Alfisols 1
1475	Scrub	Alfisols 1
1476	Scrub	Alfisols 1
1477	Scrub	Alfisols 1
1478	Scrub	Alfisols 1
1479	Scrub	Entisols
1480	PaddyR	Entisols
1481	PaddyR	Entisols
1482	PaddyK	Alfisols 2
1483	PaddyK	Alfisols 2
1484	Scrub	Alfisols 2
1485	Scrub	Inceptisols
1486	Scrub	Alfisols 1
1487	Scrub	Alfisols 1
1488	Scrub	Entisols
1489	Scrub	Alfisols 1
1490	PaddyR	Alfisols 1
1491	PaddyK	Alfisols 2
1492	PaddyK	Alfisols 1
1493	Vegetable	Alfisols 1
1494	PaddyK	Alfisols 1
1495	Scrub	Alfisols 1
1496	Scrub	Alfisols 1
1497	Scrub	Alfisols 1
1498	PaddyR	Alfisols 1
1499	PaddyR	Alfisols 1
1500	Urban	Alfisols 1
1501	Urban	Entisols
1502	PaddyK	Entisols
1503	PaddyR	Entisols
1504	PaddyK	Entisols
1505	PaddyR	Alfisols 1
1506	PaddyR	Alfisols 1
1507	Scrub	Alfisols 1
1508	Scrub	Inceptisols
1509	Scrub	Inceptisols
1510	Scrub	Inceptisols
1511	Scrub	Inceptisols
1512	Vegetable	Inceptisols
1513	Vegetable	Inceptisols
1514	Scrub	Inceptisols
1515	Scrub	Inceptisols
1516	Scrub	Inceptisols
1517	Scrub	Inceptisols
1518	Scrub	Inceptisols
1519	Scrub	Inceptisols
1520	Scrub	Inceptisols
1521	Scrub	Alfisols 1
1522	Scrub	Alfisols 1
1523	Scrub	Alfisols 1
1524	PaddyR	Entisols
1525	PaddyK	Entisols
1526	PaddyK	Entisols
1527	PaddyK	Entisols
1528	PaddyK	Entisols
1529	PaddyK	Alfisols 1
1530	Scrub	Alfisols 1
1531	Scrub	Alfisols 1
1532	Scrub	Alfisols 1
1533	Scrub	Alfisols 1
1534	Scrub	Alfisols 1
1535	Scrub	Alfisols 1
1536	Scrub	Alfisols 1
1537	Scrub	Alfisols 1
1538	Scrub	Alfisols 1
1539	Scrub	Entisols
1540	Scrub	Alfisols 1
1541	Scrub	Alfisols 1
1542	Scrub	Alfisols 1
1543	Scrub	Alfisols 1
1544	Scrub	Alfisols 1
1545	Vegetable	Alfisols 1
1546	Scrub	Inceptisols
1547	Vegetable	Inceptisols
1548	Scrub	Alfisols 1
1549	Vegetable	Inceptisols
1550	Scrub	Inceptisols
1551	Scrub	Alfisols 1
1552	Scrub	Alfisols 1
1553	Scrub	Alfisols 1
1554	PaddyK	Entisols
1555	PaddyK	Alfisols 2
1556	PaddyK	Alfisols 2
1557	PaddyK	Alfisols 2
1558	PaddyK	Alfisols 2
1559	Scrub	Inceptisols
1560	Scrub	Inceptisols
1561	Scrub	Alfisols 1
1562	Scrub	Alfisols 1
1563	Vegetable	Entisols
1564	Vegetable	Alfisols 1
1565	PaddyK	Alfisols 1
1566	PaddyK	Alfisols 1
1567	PaddyK	Alfisols 1
1568	PaddyK	Alfisols 1
1569	PaddyK	Alfisols 1
1570	Scrub	Alfisols 1
1571	Scrub	Alfisols 1
1572	Scrub	Alfisols 1
1573	Scrub	Alfisols 1
1574	PaddyR	Alfisols 1
1575	Urban	Alfisols 1
1576	Urban	Entisols
1577	Urban	Entisols
1578	Urban	Entisols
1579	PaddyK	Entisols
1580	PaddyK	Alfisols 1
1581	PaddyK	Entisols
1582	Scrub	Alfisols 1
1583	Scrub	Alfisols 1
1584	Scrub	Alfisols 1
1585	Scrub	Inceptisols
1586	Scrub	Inceptisols
1587	Vegetable	Inceptisols
1588	Vegetable	Inceptisols
1589	Scrub	Alfisols 1
1590	Scrub	Inceptisols
1591	Scrub	Inceptisols
1592	Scrub	Inceptisols
1593	Scrub	Inceptisols
1594	Scrub	Inceptisols
1595	Scrub	Alfisols 1
1596	Scrub	Alfisols 1
1597	Scrub	Alfisols 1
1598	PaddyR	Alfisols 1
1599	Scrub	Alfisols 1
1600	Scrub	Entisols
1601	PaddyK	Entisols
1602	PaddyK	Entisols
1603	PaddyK	Alfisols 1
1604	PaddyK	Alfisols 1
1605	Scrub	Alfisols 1
1606	Scrub	Alfisols 1
1607	Scrub	Alfisols 1
1608	Scrub	Alfisols 1
1609	Scrub	Alfisols 1
1610	Scrub	Alfisols 1
1611	Scrub	Alfisols 1
1612	Scrub	Alfisols 1
1613	Scrub	Alfisols 1
1614	Scrub	Entisols
1615	Scrub	Alfisols 1
1616	Scrub	Alfisols 1
1617	Scrub	Alfisols 1
1618	Scrub	Alfisols 1
1619	Scrub	Inceptisols
1620	Vegetable	Inceptisols
1621	Vegetable	Inceptisols
1622	Vegetable	Alfisols 1
1623	Vegetable	Alfisols 1
1624	Vegetable	Inceptisols
1625	Scrub	Alfisols 1
1626	Scrub	Alfisols 1
1627	Scrub	Entisols
1628	Scrub	Entisols
1629	PaddyK	Alfisols 2
1630	PaddyK	Alfisols 2
1631	PaddyK	Alfisols 2
1632	PaddyK	Alfisols 2
1633	PaddyK	Alfisols 2
1634	Scrub	Inceptisols
1635	Scrub	Alfisols 1
1636	Scrub	Alfisols 1
1637	Vegetable	Alfisols 1
1638	Vegetable	Alfisols 1
1639	PaddyR	Alfisols 1
1640	PaddyK	Alfisols 1
1641	PaddyK	Alfisols 1
1642	PaddyR	Alfisols 1
1643	PaddyR	Alfisols 1
1644	PaddyR	Alfisols 1
1645	Scrub	Alfisols 1
1646	Urban	Alfisols 1
1647	Scrub	Alfisols 1
1648	Scrub	Alfisols 1
1649	Urban	Alfisols 1
1650	Urban	Entisols
1651	Urban	Entisols
1652	Urban	Entisols
1653	PaddyR	Entisols
1654	PaddyK	Entisols
1655	PaddyK	Alfisols 1
1656	Scrub	Alfisols 1
1657	Scrub	Alfisols 1
1658	Scrub	Inceptisols
1659	Scrub	Inceptisols
1660	Scrub	Inceptisols
1661	Vegetable	Inceptisols
1662	Vegetable	Inceptisols
1663	Scrub	Inceptisols
1664	Scrub	Alfisols 1
1665	Scrub	Inceptisols
1666	Scrub	Inceptisols
1667	Scrub	Inceptisols
1668	Scrub	Inceptisols
1669	Scrub	Inceptisols
1670	Scrub	Alfisols 1
1671	Scrub	Inceptisols
1672	Scrub	Alfisols 1
1673	Scrub	Alfisols 1
1674	PaddyK	Alfisols 1
1675	PaddyK	Entisols
1676	PaddyK	Entisols
1677	PaddyK	Alfisols 1
1678	PaddyK	Alfisols 1
1679	Scrub	Alfisols 1
1680	Scrub	Alfisols 1
1681	PaddyR	Alfisols 1
1682	Scrub	Alfisols 1
1683	Scrub	Alfisols 1
1684	Scrub	Alfisols 1
1685	Scrub	Entisols
1686	Scrub	Alfisols 1
1687	Scrub	Entisols
1688	Scrub	Alfisols 1
1689	Scrub	Alfisols 1
1690	Scrub	Alfisols 1
1691	Scrub	Alfisols 1
1692	Scrub	Alfisols 1
1693	Scrub	Alfisols 1
1694	Scrub	Alfisols 1
1695	Scrub	Alfisols 1
1696	Scrub	Alfisols 1
1697	Scrub	Alfisols 1
1698	Scrub	Alfisols 1
1699	PaddyR	Inceptisols
1700	Scrub	Entisols
1701	Scrub	Entisols
1702	PaddyK	Alfisols 2
1703	PaddyK	Alfisols 2
1704	PaddyK	Alfisols 2
1705	PaddyR	Alfisols 2
1706	PaddyK	Alfisols 2
1707	PaddyK	Inceptisols
1708	PaddyK	Inceptisols
1709	Scrub	Alfisols 1
1710	Scrub	Entisols
1711	Scrub	Entisols
1712	PaddyK	Alfisols 1
1713	PaddyK	Alfisols 1
1714	PaddyK	Alfisols 1
1715	PaddyR	Alfisols 1
1716	PaddyR	Alfisols 1
1717	PaddyR	Alfisols 1
1718	PaddyK	Alfisols 1
1719	Urban	Alfisols 1
1720	Urban	Alfisols 1
1721	Scrub	Alfisols 1
1722	Urban	Alfisols 1
1723	Urban	Alfisols 1
1724	Urban	Entisols
1725	Urban	Entisols
1726	PaddyK	Entisols
1727	PaddyK	Entisols
1728	Scrub	Entisols
1729	Scrub	Alfisols 1
1730	Vegetable	Alfisols 1
1731	Scrub	Alfisols 1
1732	Scrub	Alfisols 1
1733	Scrub	Inceptisols
1734	Vegetable	Inceptisols
1735	Vegetable	Inceptisols
1736	Scrub	Inceptisols
1737	Scrub	Inceptisols
1738	Scrub	Inceptisols
1739	Fruit	Alfisols 1
1740	Fruit	Inceptisols
1741	Fruit	Inceptisols
1742	Fruit	Alfisols 1
1743	Scrub	Alfisols 1
1744	Scrub	Inceptisols
1745	Scrub	Inceptisols
1746	Scrub	Alfisols 1
1747	Scrub	Entisols
1748	PaddyK	Entisols
1749	PaddyK	Entisols
1750	PaddyK	Alfisols 1
1751	PaddyK	Alfisols 1
1752	Scrub	Alfisols 1
1753	Scrub	Alfisols 1
1754	Vegetable	Alfisols 1
1755	Scrub	Alfisols 1
1756	Scrub	Alfisols 1
1757	Scrub	Alfisols 1
1758	Scrub	Entisols
1759	Scrub	Entisols
1760	Scrub	Entisols
1761	Scrub	Alfisols 1
1762	Scrub	Alfisols 1
1763	Scrub	Alfisols 1
1764	Scrub	Alfisols 1
1765	Scrub	Alfisols 1
1766	Scrub	Alfisols 1
1767	Scrub	Alfisols 1
1768	Scrub	Inceptisols
1769	Scrub	Inceptisols
1770	Scrub	Inceptisols
1771	PaddyR	Alfisols 1
1772	PaddyR	Entisols
1773	PaddyK	Entisols
1774	PaddyK	Entisols
1775	PaddyK	Entisols
1776	PaddyK	Alfisols 2
1777	PaddyR	Alfisols 2
1778	PaddyK	Alfisols 2
1779	PaddyR	Inceptisols
1780	PaddyK	Alfisols 2
1781	Scrub	Alfisols 2
1782	Scrub	Entisols
1783	PaddyK	Entisols
1784	PaddyK	Alfisols 1
1785	PaddyK	Alfisols 1
1786	PaddyR	Alfisols 1
1787	PaddyK	Alfisols 1
1788	Scrub	Alfisols 1
1789	Scrub	Alfisols 1
1790	Scrub	Alfisols 1
1791	Urban	Alfisols 1
1792	Urban	Alfisols 1
1793	Urban	Alfisols 1
1794	Urban	Alfisols 1
1795	Urban	Alfisols 1
1796	Scrub	Entisols
1797	Scrub	Entisols
1798	PaddyK	Entisols
1799	PaddyK	Alfisols 1
1800	PaddyR	Alfisols 1
1801	PaddyK	Alfisols 1
1802	Vegetable	Alfisols 1
1803	Vegetable	Alfisols 1
1804	Scrub	Alfisols 1
1805	Scrub	Inceptisols
1806	Scrub	Inceptisols
1807	Scrub	Inceptisols
1808	Scrub	Inceptisols
1809	Scrub	Inceptisols
1810	Scrub	Inceptisols
1811	Fruit	Inceptisols
1812	Fruit	Alfisols 1
1813	Fruit	Alfisols 1
1814	Scrub	Inceptisols
1815	Scrub	Inceptisols
1816	Scrub	Inceptisols
1817	Scrub	Alfisols 1
1818	Scrub	Alfisols 1
1819	Scrub	Entisols
1820	PaddyK	Entisols
1821	PaddyR	Alfisols 1
1822	PaddyK	Alfisols 1
1823	PaddyK	Alfisols 1
1824	Scrub	Alfisols 1
1825	Scrub	Alfisols 1
1826	Vegetable	Alfisols 1
1827	Scrub	Alfisols 1
1828	Scrub	Alfisols 1
1829	Scrub	Entisols
1830	PaddyK	Alfisols 1
1831	PaddyK	Alfisols 1
1832	Scrub	Alfisols 1
1833	Scrub	Entisols
1834	Scrub	Entisols
1835	Scrub	Alfisols 1
1836	Scrub	Alfisols 1
1837	Scrub	Inceptisols
1838	Scrub	Alfisols 1
1839	Fruit	Alfisols 1
1840	Fruit	Alfisols 1
1841	Scrub	Alfisols 1
1842	Scrub	Alfisols 1
1843	Scrub	Alfisols 1
1844	PaddyR	Entisols
1845	PaddyR	Entisols
1846	PaddyK	Entisols
1847	PaddyK	Entisols
1848	PaddyR	Alfisols 2
